#   Bstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Bstar_f0p4  Bstar_f0p5_Eff
1000    3.496e-02   0.2174   
1100 	2.085e-02   0.210362 
1200 	1.304e-02   0.203324 
1300 	8.297e-03   0.196285 
1400 	5.388e-03   0.189247 
1500 	3.607e-03   0.182209 
1600 	2.451e-03   0.174552 
1700 	1.690e-03   0.166895 
1800 	1.172e-03   0.159238 
1900 	8.308e-04   0.151581 
2000 	5.847e-04   0.143925 
2100 	4.229e-04   0.140057 
2200 	3.034e-04   0.136189 
2300 	2.222e-04   0.132322 
2400 	1.640e-04   0.128454 
2500 	1.210e-04   0.124587 
2600 	8.986e-05   0.120564 
2700 	6.735e-05   0.116541 
2800 	5.010e-05   0.112517 
2900 	3.735e-05   0.108494 
3000 	2.812e-05   0.104471 
3100 	2.133e-05   0.10316  
3200 	1.618e-05   0.101849 
3300 	1.226e-05   0.100538 
3400 	9.349e-06   0.0992269
3500 	7.116e-06   0.0979158
3600 	5.479e-06   0.0958135
3700 	4.181e-06   0.0937113
3800 	3.198e-06   0.091609 
3900 	2.404e-06   0.0895068
4000 	1.878e-06   0.0874045
4100 	1.414e-06   0.0874464
4200 	1.080e-06   0.0874882
4300 	8.349e-07   0.0875301
4400 	6.366e-07   0.087572 
4500 	4.885e-07   0.0876138
4600 	3.699e-07   0.0867429
4700 	2.850e-07   0.085872 
4800 	2.200e-07   0.0850011
4900 	1.668e-07   0.0841302
5000 	1.277e-07   0.0832593



