#   Bstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Bstar_f0p9   Bstar_f1p0_eff
1000    1.745e-01     0.215564 
1100 	1.044e-01     0.208115 
1200 	6.528e-02     0.200667 
1300 	4.160e-02     0.193218 
1400 	2.713e-02     0.18577  
1500 	1.815e-02     0.178322 
1600 	1.219e-02     0.171578 
1700 	8.421e-03     0.164834 
1800 	5.893e-03     0.158091 
1900 	4.118e-03     0.151347 
2000 	2.932e-03     0.144604 
2100 	2.111e-03     0.1396   
2200 	1.520e-03     0.134597 
2300 	1.110e-03     0.129594 
2400 	8.115e-04     0.124591 
2500 	6.070e-04     0.119587 
2600 	4.478e-04     0.117055 
2700 	3.357e-04     0.114523 
2800 	2.526e-04     0.111991 
2900 	1.890e-04     0.109459 
3000 	1.435e-04     0.106927 
3100 	1.079e-04     0.104736 
3200 	8.164e-05     0.102545 
3300 	6.229e-05     0.100354 
3400 	4.718e-05     0.0981626
3500 	3.640e-05     0.0959716
3600 	2.762e-05     0.0951635
3700 	2.120e-05     0.0943553
3800 	1.647e-05     0.0935472
3900 	1.264e-05     0.0927391
4000 	9.599e-06     0.0919309
4100 	7.360e-06     0.0921395
4200 	5.699e-06     0.092348 
4300 	4.408e-06     0.0925565
4400 	3.389e-06     0.092765 
4500 	2.631e-06     0.0929736
4600 	2.015e-06     0.0927648
4700 	1.563e-06     0.092556 
4800 	1.198e-06     0.0923473
4900 	9.280e-07     0.0921385
5000 	7.201e-07     0.0919298

