#   Qstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Qstar_f0p7   Qstar_f1p0_Eff
1000    7.946e+00     0.570699
1100 	5.163e+00     0.582461
1200 	3.483e+00     0.594224
1300 	2.394e+00     0.605987
1400 	1.656e+00     0.617749
1500 	1.174e+00     0.629512
1600 	8.550e-01     0.641274
1700 	6.142e-01     0.653037
1800 	4.576e-01     0.664799
1900 	3.419e-01     0.676562
2000 	2.583e-01     0.688325
2100 	1.961e-01     0.690805
2200 	1.482e-01     0.693285
2300 	1.167e-01     0.695765
2400 	8.892e-02     0.698245
2500 	6.964e-02     0.700725
2600 	5.433e-02     0.703205
2700 	4.290e-02     0.705685
2800 	3.364e-02     0.708166
2900 	2.680e-02     0.710646
3000 	2.125e-02     0.713126
3100 	1.693e-02     0.713249
3200 	1.358e-02     0.713372
3300 	1.071e-02     0.713495
3400 	8.698e-03     0.713618
3500 	6.930e-03     0.713741
3600 	5.574e-03     0.713864
3700 	4.434e-03     0.713987
3800 	3.635e-03     0.71411 
3900 	2.918e-03     0.714233
4000 	2.343e-03     0.714356
4100 	1.893e-03     0.71491 
4200 	1.542e-03     0.715465
4300 	1.249e-03     0.716019
4400 	1.009e-03     0.716574
4500 	8.111e-04     0.717128
4600 	6.582e-04     0.717683
4700 	5.356e-04     0.718237
4800 	4.311e-04     0.718792
4900 	3.499e-04     0.719346
5000 	2.817e-04     0.719901
