#   Qstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Qstar_f0p8   Qstar_f1p0_Eff
1000    1.051e+01    0.570699
1100 	6.789e+00    0.582461
1200 	4.466e+00    0.594224
1300 	3.078e+00    0.605987
1400 	2.154e+00    0.617749
1500 	1.538e+00    0.629512
1600 	1.106e+00    0.641274
1700 	8.069e-01    0.653037
1800 	5.905e-01    0.664799
1900 	4.475e-01    0.676562
2000 	3.363e-01    0.688325
2100 	2.528e-01    0.690805
2200 	1.954e-01    0.693285
2300 	1.485e-01    0.695765
2400 	1.154e-01    0.698245
2500 	9.041e-02    0.700725
2600 	7.069e-02    0.703205
2700 	5.579e-02    0.705685
2800 	4.415e-02    0.708166
2900 	3.467e-02    0.710646
3000 	2.756e-02    0.713126
3100 	2.197e-02    0.713249
3200 	1.735e-02    0.713372
3300 	1.406e-02    0.713495
3400 	1.120e-02    0.713618
3500 	8.976e-03    0.713741
3600 	7.284e-03    0.713864
3700 	5.850e-03    0.713987
3800 	4.731e-03    0.71411 
3900 	3.816e-03    0.714233
4000 	3.083e-03    0.714356
4100 	2.478e-03    0.71491 
4200 	2.018e-03    0.715465
4300 	1.634e-03    0.716019
4400 	1.330e-03    0.716574
4500 	1.068e-03    0.717128
4600 	8.581e-04    0.717683
4700 	6.984e-04    0.718237
4800 	5.651e-04    0.718792
4900 	4.593e-04    0.719346
5000 	3.693e-04    0.719901
