*************************************************************************
*************************************************************************

Mass    Eff
1000    0.569449
1100    0.581641
1200    0.593834
1300    0.606026
1400    0.618218
1500    0.63041
1600    0.642602
1700    0.654794
1800    0.666986
1900    0.679178
2000    0.69137
2100    0.693217
2200    0.695065
2300    0.696912
2400    0.698759
2500    0.700607
2600    0.702454
2700    0.704301
2800    0.706149
2900    0.707996
3000    0.709843
3100    0.710525
3200    0.711206
3300    0.711887
3400    0.712569
3500    0.71325
3600    0.713931
3700    0.714613
3800    0.715294
3900    0.715975
4000    0.716657
4100    0.717027
4200    0.717397
4300    0.717767
4400    0.718137
4500    0.718507
4600    0.718877
4700    0.719247
4800    0.719616
4900    0.719986
5000    0.720356
5100    0.719215
5200    0.718073
5300    0.716932
5400    0.71579
5500    0.714649
5600    0.713507
5700    0.712365
5800    0.711224
5900    0.710082
6000    0.708941

*************************************************************************

