#   Qstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Qstar_f0p9   Qstar_f1p0_Eff
1000    1.324e+01    0.570699
1100 	8.468e+00    0.582461
1200 	5.714e+00    0.594224
1300 	3.892e+00    0.605987
1400 	2.730e+00    0.617749
1500 	1.929e+00    0.629512
1600 	1.397e+00    0.641274
1700 	1.018e+00    0.653037
1800 	7.498e-01    0.664799
1900 	5.616e-01    0.676562
2000 	4.202e-01    0.688325
2100 	3.205e-01    0.690805
2200 	2.450e-01    0.693285
2300 	1.894e-01    0.695765
2400 	1.462e-01    0.698245
2500 	1.146e-01    0.700725
2600 	8.950e-02    0.703205
2700 	6.994e-02    0.705685
2800 	5.557e-02    0.708166
2900 	4.399e-02    0.710646
3000 	3.461e-02    0.713126
3100 	2.783e-02    0.713249
3200 	2.219e-02    0.713372
3300 	1.795e-02    0.713495
3400 	1.416e-02    0.713618
3500 	1.137e-02    0.713741
3600 	9.077e-03    0.713864
3700 	7.411e-03    0.713987
3800 	5.976e-03    0.71411 
3900 	4.825e-03    0.714233
4000 	3.845e-03    0.714356
4100 	3.131e-03    0.71491 
4200 	2.545e-03    0.715465
4300 	2.051e-03    0.716019
4400 	1.667e-03    0.716574
4500 	1.354e-03    0.717128
4600 	1.096e-03    0.717683
4700 	8.852e-04    0.718237
4800 	7.141e-04    0.718792
4900 	5.826e-04    0.719346
5000 	4.664e-04    0.719901
