#   Qstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Qstar_f0p2   Qstar_f0p5_Eff
1000    6.639e-01     0.569449
1100 	4.269e-01     0.581641
1200 	2.888e-01     0.593834
1300 	1.947e-01     0.606026
1400 	1.356e-01     0.618218
1500 	9.700e-02     0.63041 
1600 	6.970e-02     0.642602
1700 	5.095e-02     0.654794
1800 	3.808e-02     0.666986
1900 	2.833e-02     0.679178
2000 	2.153e-02     0.69137 
2100 	1.628e-02     0.693217
2200 	1.234e-02     0.695065
2300 	9.542e-03     0.696912
2400 	7.398e-03     0.698759
2500 	5.779e-03     0.700607
2600 	4.491e-03     0.702454
2700 	3.534e-03     0.704301
2800 	2.783e-03     0.706149
2900 	2.214e-03     0.707996
3000 	1.764e-03     0.709843
3100 	1.388e-03     0.710525
3200 	1.120e-03     0.711206
3300 	8.970e-04     0.711887
3400 	7.071e-04     0.712569
3500 	5.739e-04     0.71325 
3600 	4.573e-04     0.713931
3700 	3.708e-04     0.714613
3800 	2.976e-04     0.715294
3900 	2.406e-04     0.715975
4000 	1.945e-04     0.716657
4100 	1.563e-04     0.717027
4200 	1.268e-04     0.717397
4300 	1.021e-04     0.717767
4400 	8.215e-05     0.718137
4500 	6.647e-05     0.718507
4600 	5.349e-05     0.718877
4700 	4.343e-05     0.719247
4800 	3.515e-05     0.719616
4900 	2.863e-05     0.719986
5000 	2.259e-05     0.720356
