#   Bstar cross-section for 13 TeV for f = 1.0
#   (GeV)    (pb)
Mass   Bstar_f0p7   Bstar_f1p0_eff
1000    1.066e-01    0.215564 
1100 	6.374e-02    0.208115 
1200 	3.955e-02    0.200667 
1300 	2.524e-02    0.193218 
1400 	1.658e-02    0.18577  
1500 	1.100e-02    0.178322 
1600 	7.419e-03    0.171578 
1700 	5.082e-03    0.164834 
1800 	3.593e-03    0.158091 
1900 	2.489e-03    0.151347 
2000 	1.782e-03    0.144604 
2100 	1.286e-03    0.1396   
2200 	9.382e-04    0.134597 
2300 	6.756e-04    0.129594 
2400 	4.946e-04    0.124591 
2500 	3.672e-04    0.119587 
2600 	2.726e-04    0.117055 
2700 	2.016e-04    0.114523 
2800 	1.525e-04    0.111991 
2900 	1.137e-04    0.109459 
3000 	8.670e-05    0.106927 
3100 	6.499e-05    0.104736 
3200 	4.968e-05    0.102545 
3300 	3.765e-05    0.100354 
3400 	2.861e-05    0.0981626
3500 	2.199e-05    0.0959716
3600 	1.676e-05    0.0951635
3700 	1.282e-05    0.0943553
3800 	9.815e-06    0.0935472
3900 	7.522e-06    0.0927391
4000 	5.761e-06    0.0919309
4100 	4.458e-06    0.0921395
4200 	3.385e-06    0.092348 
4300 	2.603e-06    0.0925565
4400 	1.989e-06    0.092765 
4500 	1.536e-06    0.0929736
4600 	1.184e-06    0.0927648
4700 	9.124e-07    0.092556 
4800 	7.067e-07    0.0923473
4900 	5.331e-07    0.0921385
5000 	4.172e-07    0.0919298

